Name,State,Level,Body Type,Body,Office,District / Area,Branch,Chamber,Party,Fan_edited_Party,Type,Inc Running,Incumbent,Inc. Party,Primary Date,Primary Result,General Date,General Result,General Vote %,Gender,Ethnicity,Fan_edited_ethnicity,Website,Notes,Year,,
Lorraine Pualani Shin,HI,State,State House,Hawaii House of Representatives,Representative,District 1,Legis,,R,R,Challenger,Yes,Mark Nakashima,D,,Won,11/3/2020,Lost,28.30%,F,,Hawaiian,,,,GM556_Shin_Resume.pdf (hawaii.gov),
Rose Martinez,HI,State,State House,Hawaii House of Representatives ,State Representative,District 40,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Lost,42.00%,F,,Hawaiian,,,,,
Janani Ramachandran,CA,State,California State Assembly,State Assembly,Assemblymember ,District 18,Legis,,D,D,Open Seat,No,Rob Bonta,D,6/29/2021,Won,8/31/2021,Lost,43.10%,F,Indian,Indian,https://jananiforca.com/,,,,
Yara Zokaie,CO,State,State House,Colorado House of Representatives,State Representative,District 49,Legis,,D,D,Open Seat,No,Perry Buck,R,6/30/2020,Won,11/3/2020,Lost,39.70%,F,Iranian ,Iranian ,https://www.yaraforcolorado.com/,,,,
Cal Mukumoto,OR,State,State House,Oregon House of Representatives,State Representative,District 9,Legis,,D,D,Open Seat,No,,,,Won,11/3/2020,Lost,42.40%,M,,Japanese,,,,Based on last name,
Chris Chyung,IN,State,State House,Indiana House of Representatives,State Representative,District 15,Legis,,D,D,Incumbent,Yes,Chris Chyung,D,6/2/2020,Won,11/3/2020,Lost,48.50%,M,Korean,Korean,,,,,
Jae Chin,AZ,State,State Senate,Arizona State Senate,State Senator,District 26,Legis,,R,R,Challenger,Yes,Juan Mendez,D,8/4/2020,Won,11/3/2020,Lost,31.80%,M,,Korean,,,,,
Justin Hwang,OR,State,State Senate,Oregon State Senate,State Senator,District 25,Legis,,R,R,Open Seat,No,,,,Won,11/3/2020,Lost,,M,Korean,Korean,,,,,
Yesoe Yoon,IL,State,State House,Illinois House of Representatives,State Representative,District 17,Legis,,R,R,Challenger,Yes,Jennifer Gong-Gershowitz,D,,Won,11/3/2020,Lost,34.70%,F,Korean,Korean,,,,,
Ling Ling Chang,CA,State,State Senate,California State Senate,State Senator,District 29,Legis,,R,R,Incumbent,Yes,Ling Ling Chang,R,,Won,11/3/2020,Lost,48.70%,F,Taiwanese,Taiwanese,,,,,
Dean Tran,MA,State,State Senate,Massachusetts State Senate,State Senator,Worcester and Middlesex District,Legis,,R,R,Incumbent,,,,,Won,11/3/2020,Lost,49.00%,M,,Vietnamese,,,,,
Diane Nguyen,MN,State,State Senate,Minnesota State Senate,State Senator,District 30,Legis,,D,D,Challenger,Yes,Mary Kiffmeyer,R,,Won,11/3/2020,Lost,32.30%,F,Vietnamese,Vietnamese,https://dianeforstatesenate.com/about-diane/,,,,
Alex Lee,CA,State,California State Assembly,California State Assembly,Assemblymember,AD-25,Legis,Lower,D,D,Open Seat,No,Kansen Chu,D,3/3/2020,Won,11/3/2020,Won,73.10%,M,Chinese,Chinese,http://www.votealexlee.com/,,2020,,
Edwin Chau,CA,State,California State Assembly,California State Assembly,Assemblymember,AD-49,Legis,Lower,D,D,Incumbent,Yes,Edwin Chau,D,3/3/2020,Won,11/3/2020,Won,68.10%,M,Chinese,Chinese,https://edchau.com/,,2020,,
Evan Low,CA,State,California State Assembly,State House,Assemblymember,HD-28,Legis,Lower,D,D,Incumbent,Yes,Evan Low,D,3/3/2020,Won,11/3/2020,Won,74.40%,M,,Chinese,http://evanlowforassembly.com/,,2020,,
Phillip Chen,CA,State,California State Assembly,State House,Assemblymember,HD-55,Legis,Lower,R,R,Incumbent,Yes,Phillip Chen,R,3/3/2020,Won,11/3/2020,Won,55.00%,M,,Chinese,https://www.phillipchen.org/,,2020,,
Tony Hwang,CT,State,State Senate,Connecticut State Senate,State Senator,SD-28,Legis,Upper,R,R,Incumbent,Yes,Tony Hwang,R,8/11/2020,Won,11/3/2020,Won,51.70%,M,Chinese,Chinese,http://ctsenaterepublicans.com/home-Hwang/,,2020,,
Vince Fong,CA,State,California State Assembly,State House,Assemblymember,HD-34,Legis,Lower,R,R,Incumbent,Yes,Vince Fong,R,3/3/2020,Won,11/3/2020,Won,64.10%,M,,Chinese,http://vincefong.com/,,2020,,
Janet Yang Rohr,IL,State,State House,Illinois House of Representatives,State Representative,District 41,Legis,Lower,D,D,Challenger,Yes,Grant Wehrli,R,3/17/2020,Won,11/3/2020,Won,70.10%,F,,Chinese,https://www.janetforillinois.com/,,2020,Based on last name,
Robert Bonta,CA,State,California State Assembly,State House,Assemblymember,HD-18,Legis,Lower,D,D,Incumbent,Yes,Robert Bonta,D,3/3/2020,Won,11/3/2020,Won,88.10%,M,,Filipino,http://www.robbonta.com/,,2020,,
Della Au Belatti,HI,State,State House,Hawaii House of Representatives,State Representative,HD-24,Legis,Lower,D,D,Incumbent,Yes,Della Au Belatti,D,8/8/2020,Won,11/3/2020,Won,77.20%,F,Filipino,Filipino,http://www.capitol.hawaii.gov/memberpage.aspx?member=belatti,,2020,,
Joy San Buenaventura,HI,State,State Senate,Hawaii House of Representatives,State Senator,District 2,Legis,Lower,D,D,,,,,8/8/2020,Won,11/3/2020,Won,75.20%,F,Filipino,Filipino,https://www.capitol.hawaii.gov/memberpage.aspx?member=Sanbuenaventura&year=2019,,2020,,
Cedric Asuega Gates,HI,State,State House,Hawaii House of Representatives,State Representative,HD-44,Legis,Lower,D,D,Incumbent,Yes,Cedric Asuega Gates,D,8/8/2020,Won,11/3/2020,Won,62.10%,M,Hawaiian,Hawaiian,http://www.capitol.hawaii.gov/memberpage.aspx?member=gates,,2020,,
Daniel Holt,HI,State,State House,Hawaii House of Representatives,State Representative,HD-29,Legis,Lower,D,D,Incumbent,Yes,Daniel Holt,D,8/8/2020,Won,11/3/2020,Won,65.20%,M,Hawaiian,Hawaiian,https://www.capitol.hawaii.gov/memberpage.aspx?member=holt,,2020,,
Amish Shah ,AZ,State,Arizona House of Representatives,State House,State Representative,HD-24,Legis,Lower,D,D,Incumbent,Yes,Amish Shah,D,8/4/2020,Won,11/3/2020,Won,36.70%,M,Indian,Indian,https://www.amishforarizona.com/,,2020,,
Ash Kalra,CA,State,California State Assembly,State House,Assemblymember,HD-27,Legis,Lower,D,D,Incumbent,Yes,Ash Kalra,D,3/3/2020,Won,11/3/2020,Won,74.50%,M,,Indian,http://www.ashkalra.com/,,2020,,
Jay Chaudhuri,NC,State,State Senate,North Carolina State Senate,State Senator,District 15,Legis,Upper,D,D,Incumbent,Yes,Jay Chaudhuri,D,,Won,11/3/2020,Won,58.10%,M,Indian,Indian,https://www.jayfornc.com/,,2020,,
Jeremy Cooney,NY,State,State Senate,New York State Senate,State Senator,SD-56,Legis,Upper,D,D,Challenger,Yes,Joseph Robach,R,6/23/2020,Won,11/3/2020,Won,50.50%,M,,Indian,https://jeremycooney.com/2020onward,,2020,Adopted from an orphanage in Kolkata India,
Kevin Thomas,NY,State,State Senate,New York State Senate,State Senator,SD-6,Legis,Upper,D,D,Incumbent,Yes,Kevin Thomas,D,6/23/2020,Won,11/3/2020,Won,,M,Indian,Indian,https://www.facebook.com/KevinThomas2018/,,2020,,
Mujtaba Mohammed,NC,State,State Senate,North Carolina State Senate,State Senator,District 38,Legis,Upper,D,D,Incumbent,Yes,Mujtaba Mohammed,D,3/3/2020,Won,11/3/2020,Won,78.40%,M,Indian,Indian,https://mohammednc.com/,,2020,,
Niraj Antani,OH,State,State Senate,Ohio State Senate,State Senator,SD-06,Legis,Upper,R,R,Open Seat,No,Peggy Lehner,R,3/10/2020,Won,11/3/2020,Won,53.10%,M,,Indian,http://www.nirajantani.com,,2020,,
Ranjeev Puri ,MI,State,State House,Michigan House of Representatives,State Representative,HD-21,Legis,Lower,D,D,Challenger,Yes,Kristy Pagan ,D,8/4/2020,Won,11/3/2020,Won,58.60%,M,Indian,Indian,http://www.voteranjeev.com/,,2020,,
Shri Thanedar,MI,State,State House,Michigan House of Representatives,State Representative,HD-03,Legis,Lower,,D,Challenger,Yes,Wendell Byrd,D,8/4/2020,Won,11/3/2020,Won,92.80%,M,Indian,Indian,https://www.shri2018.com/,,2020,,
Jenifer Rajkumar,NY,State,State Assembly,New York State Assembly,Assemblymember,AD-38,Legis,Lower,D,D,Challenger,Yes,Michael Miller,D,6/23/2020,Won,11/3/2020,Won,70.10%,F,Indian,Indian,https://www.jeniferforny.com/,,2020,,
Kesha Ram,VT,State,State Senate,Vermont State Senate,State Senator,Chittenden District,Legis,Upper,D,D,Challenger,Yes,Philip Baruth; Virginia Lyons; Christopher Pearson; Michael Sirotkin,,8/11/2020,Won,11/3/2020,Won,11.80%,F,Indian,Indian,https://www.kesharam.com/,Youngest Indian American to ever serve in state elected office,2020,,
Nima Kulkarni,KY,State,State House,Kentucky House of Representatives,State Representative,District 40,Legis,Lower,D,D,Incumbent,Yes,Nima Kulkarni,D,6/23/2020,Won,11/3/2020,Won,100.00%,F,Indian,Indian,https://www.votenima.com/,First Indian American elected as a state representative in Kentucky,2020,,
Vandana Slatter,WA,State,State House,Washington House of Representatives,State Representative,District 48,Legis,Lower,D,D,Incumbent,Yes,Vandana Slatter,D,8/4/2020,Won,11/3/2020,Won,72.10%,F,Indian,Indian,https://vandanaslatter.com/,,2020,,
Anna Eskamani,FL,State,State House,Florida State House,State Representative,HD-47,Legis,Lower,D,D,Incumbent,Yes,Anna Eskamani,D,8/25/2020,Won,11/3/2020,Won,59.00%,F,Iranian ,Iranian ,https://www.annaforflorida.com/,,2020,,
Al Muratsuchi,CA,State,California State Assembly,State House,Assemblymember,HD-66,Legis,Lower,D,D,Incumbent,Yes,Al Muratsuchi,D,3/3/2020,Won,11/3/2020,Won,63.70%,M,,Japanese,http://www.alforassembly.com/,,2020,,
Kyle Yamashita,HI,State,State House,Hawaii House of Representatives,State Representative,HD-12,Legis,Lower,D,D,Incumbent,Yes,Kyle Yamashita,D,8/8/2020,Won,11/3/2020,Won,60.40%,M,Japanese,Japanese,https://www.facebook.com/yamashita.results/,,2020,,
Mark Nakashima,HI,State,State House,Hawaii House of Representatives,State Representative,HD-1,Legis,Lower,D,D,Incumbent,Yes,Mark Nakashima,D,8/8/2020,Won,11/3/2020,Won,71.70%,M,Japanese,Japanese,https://www.marknakashima.com/,,2020,,
Richard Onishi,HI,State,State House,Hawaii House of Representatives,State Representative,HD-3,Legis,Lower,D,D,Incumbent,Yes,Richard Onishi,D,8/8/2020,Won,11/3/2020,Won,72.20%,M,Japanese,Japanese,https://friendsforrichardonishi.com/,,2020,,
Takashi Ohno,HI,State,State House,Hawaii House of Representatives,State Representative,HD-27,Legis,Lower,D,D,Incumbent,Yes,Takashi Ohno,D,8/8/2020,Won,11/3/2020,Won,100.00%,M,Japanese,Japanese,http://www.takashiohno.com/,,2020,,
Troy Hashimoto,HI,State,State House,Hawaii House of Representatives,State Representative,HD-8,Legis,Lower,D,D,Incumbent,Yes,Troy Hashimoto,D,8/8/2020,Won,11/3/2020,Won,74.40%,M,Japanese,Japanese,http://www.troyhashimoto.com/,,2020,,
Dee Morikawa,HI,State,State House,Hawaii House of Representatives,State Representative,HD-16,Legis,Lower,D,D,Incumbent,Yes,Dee Morikawa,D,8/8/2020,Won,11/3/2020,Won,73.70%,F,Japanese,Japanese,https://www.capitol.hawaii.gov/memberpage.aspx?member=ichiyama,,2020,,
Dave Min,CA,State,State Senate,California State Senate ,State Senator ,CA-37,Legis,Upper,D,D,Challenger,Yes,John M. W. Moorlach,R,3/3/2020,Won,11/3/2020,Won,51.20%,M,Korean,Korean,https://davemin.com/,,2020,,
Ron Kim,NY,State,State Assembly,New York State Assembly,Assemblymember,AD-40,Legis,Lower,D,D,Incumbent,Yes,Ron Kim,D,6/23/2020,Won,11/3/2020,Won,82.70%,M,Korean,Korean,https://www.ronkimnewyork.com/,,2020,,
Steven S. Choi,CA,State,California State Assembly,State House,Assemblymember,HD-68,Legis,Lower,R,R,Incumbent,Yes,Steven S. Choi,R,3/3/2020,Won,11/3/2020,Won,53.10%,M,Korean,Korean,https://stevenchoi.org/,,2020,,
Emily Weber,MO,State,State House,Kansas State Representative,State Representative,24th District,Legis,Lower,D,D,Open Seat,No,,,,Won,11/3/2020,Won,89.00%,F,Korean,Korean,https://www.emilyformissouri.com/,First Asian woman elected to the Missouri state legislature,2020,,
Francesca Hong,WI,State,State House,Wisconsin State Assembly,Assemblymember,HD-76,Legis,Lower,D,D,Challenger,Yes,Chris Taylor,D,8/11/2020,Won,11/3/2020,Won,88.20%,F,Korean,Korean,https://www.hong4assembly.com/,,2020,,
David Chiu,CA,State,California State Assembly,State House,Assemblymember,HD-17,Legis,Lower,D,D,Incumbent,Yes,David Chiu,D,3/3/2020,Won,11/3/2020,Won,89.90%,M,,Taiwanese,http://www.votedavidchiu.com/,,2020,,
John Liu,NY,State,State Senate,New York State Senate,State Senator,SD-11,Legis,Upper,D,D,Incumbent,Yes,John Liu,D,6/23/2020,Won,11/3/2020,Won,57.60%,M,Taiwanese,Taiwanese,https://www.johnliunewyork.com/,,2020,,
Phillip Ting,CA,State,California State Assembly,State House,Assemblymember,HD-19,Legis,Lower,D,D,Incumbent,Yes,Phillip Ting,D,3/3/2020,Won,11/3/2020,Won,78.60%,M,,Taiwanese,https://www.philting.com/,,2020,,
Yuh-Line Niou,NY,State,State Assembly,New York State Assembly,Assemblymember,AD-65,Legis,Lower,D,D,Incumbent,Yes,Yuh-Line Niou,D,6/23/2020,Won,11/3/2020,Won,100.00%,F,Taiwanese,Taiwanese,https://www.nioufornewyork.com/,,2020,,
Janet Nguyen,CA,State,California State Assembly,State House,Assemblymember,HD-72,Legis,Lower,R,R,Challenger,Yes,Tyler Diep,R,3/3/2020,Won,11/3/2020,Won,54.00%,F,Vietnamese,Vietnamese,https://janetforassembly.com/,,2020,,
Khanh Pham,OR,State,State House,Oregon House of Representatives,State Representative,District 46,Legis,Lower,D,D,Open Seat,No,,,5/19/2020,Won,11/3/2020,Won,100.00%,F,Vietnamese,Vietnamese,https://khanhphamfororegon.com/,,2020,,
Micaela Lara Cadena,NM,State,State House,New Mexico House of Representatives,State Representative,District 33,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,62.40%,F,,???? Hispanic?,Why I'm Running - Micaela Lara Cadena (lara-cadena4nm.com),,,,
Aboul Khan,NH,State,State House,New Hampshire State House,State Representative,Rockingham 20,Legis,,R,R,,,,,,Won,11/3/2020,Won,21.60%,M,,Bangladeshi,,,,,
Sheikh Rahman,GA,State,State Senate,Georgia State Senate,State Senator,District 5,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,,Bangladeshi,,,,The Voter's Self Defense System - Vote Smart,
Rady Mom,MA,State,State House,Massachusetts State House,State Representative,18th Middlesex District,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,100.00%,F,,Cambodian,,,,,
Vanna Howard,MA,State,State House,Massachusetts State House,State Representative,17th Middlesex district,Legis,,D,D,,,,,9/1/2020,Won,11/3/2020,Won,43.80%,F,Cambodian,Cambodian,,,,,
Adrian Tam,HI,State,State House,Hawaii House of Representatives ,State Representative,District 22,Legis,,D,D,Challenger,No,,,,Won,11/3/2020,Won,67.90%,M,,Chinese,,,,,
Ben Ming,NH,State,State House,New Hampshire State House,State Representative,Hillsborough 40,Legis,,D,D,,,,,,Won,11/3/2020,Won,99.90%,M,,Chinese,,,,Based on last name,
Donald Wong,MA,State,State House,Massachusetts State House,State Representative,9th Essex District,Legis,,R,R,Incumbent,,,,,Won,11/3/2020,Won,100.00%,M,,Chinese,,,,,
Jon Patterson,MO,State,State House,Kansas State Representative,State Representative,30th District,Legis,,R,R,Incumbent,Yes,,,,Won,11/3/2020,Won,57.30%,M,,Chinese,,,,"Based on appearance, may have taken wife's last name",
Sean Quinlan,HI,State,State House,Hawaii House of Representatives,State Representative,District 47,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,57.50%,M,,Chinese,,,,,
Stanley Chang,HI,State,State Senate,Hawaii State Senate,State Senator,District 9,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,61.90%,M,,Chinese,,,,MEET SENATOR CHANG | The Office of Senator Stanley Chang,
Jennifer Gong-Gershowitz,IL,State,State House,Illinois House of Representatives,State Representative,District 17,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,62.60%,F,Chinese,Chinese,,,,,
Michelle Au,GA,State,State Senate,Georgia State Senate,State Senator,District 48,Legis,Upper,D,D,,,,,6/9/2020,Won,11/3/2020,Won,56.20%,F,,Chinese,,,,,
Tackey Chan,MA,State,State House,Massachusetts State House,State Representative,2nd Norfolk District,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,100.00%,F,,Chinese,,,,?????? (bostonkorea.com),
Theresa Mah,IL,State,State House,Illinois House of Representatives,State Representative,District 2,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,67.30%,F,Chinese,Chinese,,,,,
Deborah Chang,NV,State,State Assembly,Nevada State Assembly,Assemblymember,AD-39,Legis,,D,D,Challenger,Yes,Jim Wheeler,R,,Won,11/3/2020,Won,29.90%,F,,East Asian,,,,"openly LGBT, can't find",
Sue Chew,ID,State,State House,Idaho House of Representatives,State Representative,HD-17B,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,66.00%,F,,East Asian,,,,"My guess is Chinese, but may be Korean",
Marvin Lim,GA,State,State House,Georgia State House,State Representative ,HD-99,Legis,,D,D,,,,,,Won,11/3/2020,Won,100.00%,M,Filipino,Filipino,,,,,
Gilbert Keith-Agaran,HI,State,State Senate,Hawaii State Senate,State Senator,District 5,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,64.30%,M,,Hawaiian,,,,,
Greggor Ilagan,HI,State,State House,Hawaii House of Representatives,Representative,District 4,Legis,,D,D,Open Seat,,,,,Won,11/3/2020,Won,70.10%,M,,Hawaiian,,,,,
Henry Aquino,HI,State,State House,Hawaii State House,State Representative,District 38,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,,Hawaiian,,,,,
Mark Hashem ,HI,State,State House,Hawaii House of Representatives ,State Representative,District 18,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,67.80%,M,,Hawaiian,,,,,
Patrick Branco,HI,State,State House,Hawaii House of Representatives,State Representative,District 50,Legis,,D,D,Challenger,Yes,Kanani Souza,R,,Won,11/3/2020,Won,61.30%,M,Hawaiian,Hawaiian,,,,,
Ty Cullen,HI,State,State House,Hawaii State House,State Representative,District 39,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,65.80%,M,,Hawaiian,,,,,
Jeanne Kapela,HI,State,State House,Hawaii House of Representatives,State Representative,District 5,Legis,,D,D,Challenger,No,,,,Won,11/3/2020,Won,77.10%,F,Hawaiian,Hawaiian,,,,,
Lynn DeCoite,HI,State,State House,Hawaii House of Representatives,State Representative,District 13,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,68.30%,F,,Hawaiian,,,,,
Stacelynn Kehaulani Eli ,HI,State,State House,Hawaii House of Representatives,State Representative,District 43,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,48.90%,F,,Hawaiian,,,,https://www.capitol.hawaii.gov/memberpage.aspx?member=Eli,
Jay Xiong,MN,State,State House,Minnesota House of Representatives,State Representative,HD-67B,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,75.70%,M,Hmong,Hmong,,,,,
Tou Xiong,MN,State,State House,Minnesota House of Representatives,State Representative,HD-53A,Legis,,D,D,Incumbent,Yes,,D,,Won,11/3/2020,Won,59.70%,M,Hmong,Hmong,,,,,
Kaohly Her,MN,State,State House,Minnesota House of Representatives,State Representative,HD-64A,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,85.70%,F,Hmong,Hmong,,,,,
Samantha Vang,MN,State,State House,Minnesota House of Representatives,State Representative,HD-40B,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,62.70%,F,Hmong,Hmong,,,,,
Nikil Saval,PA,State,State Senate,Pennsylvania State Senate,State Senator,District 1,Legis,,D,D,Challenger,Yes,Lawrence M. Farnese Jr.,D,6/2/2020,Won,11/3/2020,Won,100.00%,M,Indian,Indian,https://nikilsaval.com/ ,,,,
Vimalkumar Jariwala,SC,State,State House,South Carolina House of Representatives, State Representative,District 74,Legis,,R,R,Challenger,Yes,James Rutherford,D,,Won,11/3/2020,Won,17.00%,M,,Indian,,,,,
Viresh Sinha,SC,State,State House,South Carolina House of Representatives, State Representative,District 78,Legis,,R,R,Challenger,Yes,Beth Bernstein,D,,Won,11/3/2020,Won,34.00%,M,Indian,Indian,,,,,
Latha Mangipudi,NH,State,State House,New Hampshire State House,State Representative,Hillsborough 35,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,20.40%,F,,Indian,,,,,
Sarita Bhandarkar,NY,State,State Assembly,New York State Assembly,Assemblymember,AD-99,Legis,,D,D,Challenger,Yes,Colin Schmitt,D,,Won,11/3/2020,Won,,F,Indian,Indian,,,,,
Bert Kobayashi,HI,State,State House,Hawaii House of Representatives ,State Representative,District 19,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,76.70%,M,,Japanese,,,,Based on last name,
Bob Hasegawa,WA,State,State Senate,Washington State Senate,State Senator,District 11,Legis,,D,D,Incumbent,Yes,Bob Hasegawa,D,8/4/2020,Won,11/3/2020,Won,100.00%,M,,Japanese,,,,,
Brian Taniguchi,HI,State,State Senate,Hawaii State Senate,State Senator,District 11,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,,Japanese,,,,,
Dale Kobayashi,HI,State,State House,Hawaii House of Representatives,Representative,District 23,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,100.00%,M,Japanese,Japanese,,,,,
Glenn Wakai,HI,State,State Senate,Hawaii State Senate,State Senator,District 15,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,Japanese,Japanese,,,,,
Gregg Takayama,HI,State,State House,Hawaii House of Representatives,State Representative,District 34,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,63.40%,M,,Japanese,,,,Based on name,
James Tokioka,HI,State,State House,Hawaii House of Representatives,State Representative,District 15,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,72.80%,M,,Japanese,,,,Based on last name,
John Mizuno,HI,State,State House,Hawaii House of Representatives ,State Representative,District 28,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,,Japanese,,,,Based on last name,
Les Ihara Jr.,HI,State,State Senate,Hawaii State Senate,State Senator,District 10,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,69.40%,M,Japanese,Japanese,,,,,
Ron Kouchi,HI,State,State Senate,Hawaii State Senate,State Senator,District 8,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,Japanese,Japanese,,,,,
Roy Takumi,HI,State,State House,Hawaii House of Representatives,Representative,District 35,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,65.70%,M,Japanese,Japanese,,,,,
Ryan Yamane,HI,State,State House,Hawaii House of Representatives,State Representative,District 37,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,74.50%,M,,Japanese,,,,Based on last name,
Scot Matayoshi,HI,State,State House,Hawaii House of Representatives,Representative,District 49,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,77.20%,M,,Japanese,,,,,
Scott Nishimoto,HI,State,State House,Hawaii House of Representatives,State Representative,District 21,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,,Japanese,,,,,
Scott Saiki,HI,State,State House,Hawaii House of Representatives ,State Representative,District 26,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,51.30%,M,,Japanese,,,,,
Linda Ichiyama,HI,State,State House,Hawaii House of Representatives,Representative,District 32,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,100.00%,F,,Japanese,,,,,
Nadine Nakamura,HI,State,State House,Hawaii House of Representatives,State Representative,District 14,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,76.20%,F,,Japanese,,,,Based on last name,
Sharon Tomiko Santos,WA,State,State House,Washington State House,State Representative,"District 37, Position 1",Legis,,D,D,Incumbent,Yes,Sharon Tomiko Santos,D,8/4/2020,Won,11/3/2020,Won,82.00%,F,,Japanese,,,,,
Val Okimoto,HI,State,State House,Hawaii House of Representatives,Representative,District 36,Legis,,R,R,Incumbent,Yes,Val Okimoto,R,,Won,11/3/2020,Won,52.30%,F,,Japanese,,,,Based on last name,
Sam Kong,HI,State,State House,Hawaii House of Representatives ,State Representative,District 33,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,74.50%,M,,"Japanese, Korean",,,,https://www.friendsforsamkong.com/about,
Nader Sayegh,NY,State,State Assembly,New York State Assembly,Assemblymember,AD-90,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,M,Jordanian,Jordanian,,,,,
Samuel Park,GA,State,State House,Georgia State House,State House,District 101,Legis,,D,D,Incumbent,Yes,,D,,Won,11/3/2020,Won,62.10%,M,,Korean,,,,,
Cindy Ryu,WA,State,State House,Washington State House,State Representative,"District 32, Position 1",Legis,,D,D,Incumbent,Yes,Cindy Ryu,D,8/4/2020,Won,11/3/2020,Won,72.00%,F,,Korean,,,,,
Maria Robinson,MA,State,State House,Massachusetts State House,State Representative,6th Middlesex District,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,100.00%,F,,Korean,,,,Adopted,
Patty Kim,PA,State,State House,Pennsylvania State House,State Representative,District 103,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,F,,Korean,,,,,
Sharon Har,HI,State,State House,Hawaii House of Representatives,Representative,District 42,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,78.70%,F,,Korean,,,,Sharon E. Har Bio EDITED.pdf (koreanamericandatabank.org),
Sylvia Luke,HI,State,State House,Hawaii House of Representatives ,State Representative,District 25,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,100.00%,F,,Korean,,,,,
Irene Shin,VA,State,State House,Virginia House of Delegates,Delegate,VA-86,Legis,,D,D,Open Seat,No,,,6/8/2021,Won,11/2/2021,Won,65.40%,F,Korean,Korean,https://www.ireneforva.com/,,,,
Foung Hawj,MN,State,State Senate,Minnesota State Senate,State Senator,District 67,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,73.90%,M,Laotian,Laotian,,,,,
Chris Lee,HI,State,State Senate,Hawaii State Senate,State Senator,District 51,Legis,,D,D,Incumbent,Yes,,,,Won,11/3/2020,Won,65.00%,M,,Mixed,ABOUT CHRIS | Chrisleehawaii,,,"Born in Honolulu to a Japanese mother and haole father, Chris was given up by his biological parents, but adopted by a loving local couple - Gary, whose father worked in the shipyards at Pearl Harbor, and Connie, a public school teacher.ÿ",
Paul Schmid III,MA,State,State House,Massachusetts State House,State Representative,8th Bristol District,Legis,,D,D,Incumbent,,,,,Won,11/3/2020,Won,56.90%,M,,Mixed,,,,Team 1 ? Massachusetts House Asian Caucus (asiancaucusma.com),
Cecelia Gonzalez,NV,State,State Assembly,California State Assembly,Assemblymember,District 16,Legis,,D,D,Open Seat,No,,,6/9/2020,Won,11/3/2020,Won,65.30%,F,"Thai,Mexican",Mixed,,,,"Thai,Mexican",
